index,TYPE
1579,Break and Enter Commercial
291738,Other Theft
133100,Mischief
806374,Vehicle Collision or Pedestrian Struck (with Injury)
589194,Theft from Vehicle
774149,Theft of Vehicle
130929,Mischief
84677,Break and Enter Residential/Other
400436,Other Theft
59587,Break and Enter Residential/Other
207678,Mischief
606230,Theft from Vehicle
687144,Theft from Vehicle
727777,Theft of Bicycle
714112,Theft of Bicycle
408920,Other Theft
565789,Theft from Vehicle
462860,Other Theft
49566,Break and Enter Residential/Other
411535,Other Theft
78311,Break and Enter Residential/Other
163640,Mischief
463651,Other Theft
209298,Mischief
236897,Offence Against a Person
656973,Theft from Vehicle
51918,Break and Enter Residential/Other
137248,Mischief
667593,Theft from Vehicle
666779,Theft from Vehicle
345489,Other Theft
469669,Other Theft
585690,Theft from Vehicle
419944,Other Theft
385113,Other Theft
486879,Theft from Vehicle
95928,Break and Enter Residential/Other
492601,Theft from Vehicle
9145,Break and Enter Commercial
220742,Offence Against a Person
357483,Other Theft
680892,Theft from Vehicle
306482,Other Theft
539086,Theft from Vehicle
654380,Theft from Vehicle
696260,Theft from Vehicle
639479,Theft from Vehicle
563322,Theft from Vehicle
94178,Break and Enter Residential/Other
395164,Other Theft
462779,Other Theft
654973,Theft from Vehicle
328769,Other Theft
340061,Other Theft
482550,Theft from Vehicle
154427,Mischief
619830,Theft from Vehicle
748761,Theft of Vehicle
130600,Mischief
285523,Other Theft
328359,Other Theft
714027,Theft of Bicycle
213586,Offence Against a Person
610165,Theft from Vehicle
462060,Other Theft
361461,Other Theft
722648,Theft of Bicycle
116963,Mischief
67884,Break and Enter Residential/Other
191918,Mischief
461436,Other Theft
11264,Break and Enter Commercial
16857,Break and Enter Commercial
293703,Other Theft
276281,Offence Against a Person
37586,Break and Enter Commercial
264510,Offence Against a Person
377564,Other Theft
357629,Other Theft
87499,Break and Enter Residential/Other
682319,Theft from Vehicle
121820,Mischief
773223,Theft of Vehicle
93293,Break and Enter Residential/Other
785772,Vehicle Collision or Pedestrian Struck (with Injury)
608050,Theft from Vehicle
448294,Other Theft
238076,Offence Against a Person
328886,Other Theft
329324,Other Theft
627088,Theft from Vehicle
439873,Other Theft
115579,Mischief
735843,Theft of Bicycle
570504,Theft from Vehicle
37394,Break and Enter Commercial
238692,Offence Against a Person
641334,Theft from Vehicle
42473,Break and Enter Commercial
673113,Theft from Vehicle
710120,Theft of Bicycle
175309,Mischief
583145,Theft from Vehicle
361242,Other Theft
519094,Theft from Vehicle
800823,Vehicle Collision or Pedestrian Struck (with Injury)
805539,Vehicle Collision or Pedestrian Struck (with Injury)
185904,Mischief
34038,Break and Enter Commercial
476258,Other Theft
319799,Other Theft
661848,Theft from Vehicle
548962,Theft from Vehicle
791851,Vehicle Collision or Pedestrian Struck (with Injury)
287053,Other Theft
660319,Theft from Vehicle
434231,Other Theft
115204,Mischief
586601,Theft from Vehicle
719062,Theft of Bicycle
312191,Other Theft
225468,Offence Against a Person
381407,Other Theft
394125,Other Theft
25455,Break and Enter Commercial
767938,Theft of Vehicle
83185,Break and Enter Residential/Other
227729,Offence Against a Person
309433,Other Theft
327421,Other Theft
157966,Mischief
234724,Offence Against a Person
11528,Break and Enter Commercial
368219,Other Theft
562404,Theft from Vehicle
427257,Other Theft
492883,Theft from Vehicle
569839,Theft from Vehicle
647948,Theft from Vehicle
544937,Theft from Vehicle
682177,Theft from Vehicle
560471,Theft from Vehicle
720494,Theft of Bicycle
410135,Other Theft
290116,Other Theft
608017,Theft from Vehicle
276068,Offence Against a Person
152504,Mischief
295367,Other Theft
574700,Theft from Vehicle
524920,Theft from Vehicle
85675,Break and Enter Residential/Other
27494,Break and Enter Commercial
94535,Break and Enter Residential/Other
310055,Other Theft
476224,Other Theft
718245,Theft of Bicycle
734265,Theft of Bicycle
227850,Offence Against a Person
479899,Theft from Vehicle
788312,Vehicle Collision or Pedestrian Struck (with Injury)
536744,Theft from Vehicle
705018,Theft from Vehicle
59139,Break and Enter Residential/Other
648919,Theft from Vehicle
194778,Mischief
255385,Offence Against a Person
2000,Break and Enter Commercial
172853,Mischief
158148,Mischief
339154,Other Theft
208886,Mischief
243147,Offence Against a Person
704971,Theft from Vehicle
681169,Theft from Vehicle
708961,Theft of Bicycle
544801,Theft from Vehicle
514439,Theft from Vehicle
53920,Break and Enter Residential/Other
236266,Offence Against a Person
145615,Mischief
245004,Offence Against a Person
167575,Mischief
36754,Break and Enter Commercial
144340,Mischief
603437,Theft from Vehicle
210728,Offence Against a Person
726658,Theft of Bicycle
156752,Mischief
203679,Mischief
729789,Theft of Bicycle
334513,Other Theft
217161,Offence Against a Person
36106,Break and Enter Commercial
64384,Break and Enter Residential/Other
147706,Mischief
339656,Other Theft
9147,Break and Enter Commercial
552270,Theft from Vehicle
297160,Other Theft
64004,Break and Enter Residential/Other
583794,Theft from Vehicle
448575,Other Theft
509013,Theft from Vehicle
492131,Theft from Vehicle
267362,Offence Against a Person
486516,Theft from Vehicle
276076,Offence Against a Person
746952,Theft of Vehicle
801496,Vehicle Collision or Pedestrian Struck (with Injury)
209216,Mischief
654521,Theft from Vehicle
597813,Theft from Vehicle
396529,Other Theft
444180,Other Theft
582517,Theft from Vehicle
403778,Other Theft
243497,Offence Against a Person
319797,Other Theft
742233,Theft of Vehicle
183368,Mischief
321945,Other Theft
93840,Break and Enter Residential/Other
417423,Other Theft
378840,Other Theft
394103,Other Theft
672083,Theft from Vehicle
137424,Mischief
552467,Theft from Vehicle
111369,Break and Enter Residential/Other
179367,Mischief
312208,Other Theft
277910,Offence Against a Person
651433,Theft from Vehicle
350333,Other Theft
622640,Theft from Vehicle
43923,Break and Enter Commercial
168131,Mischief
242881,Offence Against a Person
81454,Break and Enter Residential/Other
501921,Theft from Vehicle
611058,Theft from Vehicle
9917,Break and Enter Commercial
127050,Mischief
543386,Theft from Vehicle
160289,Mischief
654499,Theft from Vehicle
87760,Break and Enter Residential/Other
167239,Mischief
255407,Offence Against a Person
180571,Mischief
535452,Theft from Vehicle
607572,Theft from Vehicle
736891,Theft of Bicycle
115975,Mischief
435175,Other Theft
476268,Other Theft
334022,Other Theft
395168,Other Theft
183781,Mischief
575565,Theft from Vehicle
341384,Other Theft
127953,Mischief
337386,Other Theft
536886,Theft from Vehicle
329129,Other Theft
33623,Break and Enter Commercial
672104,Theft from Vehicle
670224,Theft from Vehicle
67095,Break and Enter Residential/Other
484715,Theft from Vehicle
325751,Other Theft
212867,Offence Against a Person
199575,Mischief
441685,Other Theft
577238,Theft from Vehicle
324032,Other Theft
637490,Theft from Vehicle
359382,Other Theft
639481,Theft from Vehicle
113469,Break and Enter Residential/Other
189411,Mischief
798508,Vehicle Collision or Pedestrian Struck (with Injury)
125666,Mischief
374399,Other Theft
380465,Other Theft
36364,Break and Enter Commercial
425405,Other Theft
198495,Mischief
521803,Theft from Vehicle
672377,Theft from Vehicle
615706,Theft from Vehicle
695795,Theft from Vehicle
663294,Theft from Vehicle
735298,Theft of Bicycle
121828,Mischief
551710,Theft from Vehicle
178690,Mischief
541895,Theft from Vehicle
412929,Other Theft
564990,Theft from Vehicle
155111,Mischief
145165,Mischief
27113,Break and Enter Commercial
621666,Theft from Vehicle
503631,Theft from Vehicle
74888,Break and Enter Residential/Other
807271,Vehicle Collision or Pedestrian Struck (with Injury)
34484,Break and Enter Commercial
146575,Mischief
79937,Break and Enter Residential/Other
156892,Mischief
351075,Other Theft
419930,Other Theft
242525,Offence Against a Person
539083,Theft from Vehicle
381125,Other Theft
653276,Theft from Vehicle
199797,Mischief
212154,Offence Against a Person
182974,Mischief
701699,Theft from Vehicle
412165,Other Theft
216744,Offence Against a Person
201014,Mischief
161253,Mischief
197630,Mischief
581551,Theft from Vehicle
684319,Theft from Vehicle
321473,Other Theft
230105,Offence Against a Person
385793,Other Theft
495344,Theft from Vehicle
500945,Theft from Vehicle
366567,Other Theft
462466,Other Theft
181437,Mischief
155023,Mischief
462306,Other Theft
476215,Other Theft
673934,Theft from Vehicle
124630,Mischief
744719,Theft of Vehicle
451660,Other Theft
389834,Other Theft
121342,Mischief
480508,Theft from Vehicle
543427,Theft from Vehicle
530730,Theft from Vehicle
596550,Theft from Vehicle
649295,Theft from Vehicle
10690,Break and Enter Commercial
535294,Theft from Vehicle
660092,Theft from Vehicle
477273,Theft from Vehicle
437307,Other Theft
439852,Other Theft
521733,Theft from Vehicle
741481,Theft of Vehicle
629949,Theft from Vehicle
592536,Theft from Vehicle
663046,Theft from Vehicle
342945,Other Theft
380524,Other Theft
570363,Theft from Vehicle
598348,Theft from Vehicle
576852,Theft from Vehicle
632486,Theft from Vehicle
544223,Theft from Vehicle
130333,Mischief
356786,Other Theft
410969,Other Theft
386211,Other Theft
361215,Other Theft
617180,Theft from Vehicle
165304,Mischief
221224,Offence Against a Person
488915,Theft from Vehicle
375619,Other Theft
617178,Theft from Vehicle
627590,Theft from Vehicle
632797,Theft from Vehicle
783576,Vehicle Collision or Pedestrian Struck (with Fatality)
431463,Other Theft
15551,Break and Enter Commercial
583901,Theft from Vehicle
730804,Theft of Bicycle
6135,Break and Enter Commercial
534854,Theft from Vehicle
222652,Offence Against a Person
789844,Vehicle Collision or Pedestrian Struck (with Injury)
485226,Theft from Vehicle
471758,Other Theft
611640,Theft from Vehicle
20885,Break and Enter Commercial
458161,Other Theft
797011,Vehicle Collision or Pedestrian Struck (with Injury)
109581,Break and Enter Residential/Other
613427,Theft from Vehicle
377211,Other Theft
66204,Break and Enter Residential/Other
566481,Theft from Vehicle
114422,Homicide
269229,Offence Against a Person
593702,Theft from Vehicle
805379,Vehicle Collision or Pedestrian Struck (with Injury)
451805,Other Theft
573797,Theft from Vehicle
696645,Theft from Vehicle
248684,Offence Against a Person
781559,Theft of Vehicle
710802,Theft of Bicycle
617743,Theft from Vehicle
724144,Theft of Bicycle
436254,Other Theft
319751,Other Theft
88183,Break and Enter Residential/Other
324264,Other Theft
123953,Mischief
673459,Theft from Vehicle
240869,Offence Against a Person
377244,Other Theft
176982,Mischief
306260,Other Theft
659340,Theft from Vehicle
436287,Other Theft
752086,Theft of Vehicle
361417,Other Theft
120111,Mischief
239533,Offence Against a Person
277209,Offence Against a Person
736624,Theft of Bicycle
264661,Offence Against a Person
439846,Other Theft
101250,Break and Enter Residential/Other
537772,Theft from Vehicle
20471,Break and Enter Commercial
664969,Theft from Vehicle
620053,Theft from Vehicle
333029,Other Theft
608266,Theft from Vehicle
626718,Theft from Vehicle
51563,Break and Enter Residential/Other
274438,Offence Against a Person
326359,Other Theft
786401,Vehicle Collision or Pedestrian Struck (with Injury)
624381,Theft from Vehicle
330559,Other Theft
552545,Theft from Vehicle
604072,Theft from Vehicle
381118,Other Theft
373953,Other Theft
163783,Mischief
592904,Theft from Vehicle
573324,Theft from Vehicle
124738,Mischief
615621,Theft from Vehicle
337048,Other Theft
609594,Theft from Vehicle
494094,Theft from Vehicle
38263,Break and Enter Commercial
82921,Break and Enter Residential/Other
402588,Other Theft
105213,Break and Enter Residential/Other
390869,Other Theft
476184,Other Theft
299098,Other Theft
51114,Break and Enter Residential/Other
579610,Theft from Vehicle
495092,Theft from Vehicle
335222,Other Theft
375178,Other Theft
516130,Theft from Vehicle
705020,Theft from Vehicle
86948,Break and Enter Residential/Other
200819,Mischief
330563,Other Theft
633150,Theft from Vehicle
423845,Other Theft
548560,Theft from Vehicle
392144,Other Theft
462692,Other Theft
93204,Break and Enter Residential/Other
361511,Other Theft
427350,Other Theft
122028,Mischief
581348,Theft from Vehicle
327867,Other Theft
296947,Other Theft
589598,Theft from Vehicle
10691,Break and Enter Commercial
246362,Offence Against a Person
244590,Offence Against a Person
593976,Theft from Vehicle
807890,Vehicle Collision or Pedestrian Struck (with Injury)
552478,Theft from Vehicle
718355,Theft of Bicycle
255907,Offence Against a Person
333346,Other Theft
442745,Other Theft
340081,Other Theft
365493,Other Theft
495748,Theft from Vehicle
662718,Theft from Vehicle
333159,Other Theft
81616,Break and Enter Residential/Other
604069,Theft from Vehicle
309966,Other Theft
420835,Other Theft
681811,Theft from Vehicle
718246,Theft of Bicycle
48666,Break and Enter Residential/Other
380473,Other Theft
184019,Mischief
101884,Break and Enter Residential/Other
178938,Mischief
278584,Offence Against a Person
212626,Offence Against a Person
516601,Theft from Vehicle
701707,Theft from Vehicle
464310,Other Theft
512392,Theft from Vehicle
390272,Other Theft
600775,Theft from Vehicle
700363,Theft from Vehicle
340112,Other Theft
523769,Theft from Vehicle
720524,Theft of Bicycle
714907,Theft of Bicycle
701706,Theft from Vehicle
139590,Mischief
738799,Theft of Bicycle
604755,Theft from Vehicle
712392,Theft of Bicycle
562349,Theft from Vehicle
692869,Theft from Vehicle
484132,Theft from Vehicle
37034,Break and Enter Commercial
389259,Other Theft
169975,Mischief
206087,Mischief
83419,Break and Enter Residential/Other
227887,Offence Against a Person
136613,Mischief
9594,Break and Enter Commercial
656219,Theft from Vehicle
618453,Theft from Vehicle
313839,Other Theft
64994,Break and Enter Residential/Other
146270,Mischief
43306,Break and Enter Commercial
620148,Theft from Vehicle
581968,Theft from Vehicle
698302,Theft from Vehicle
452597,Other Theft
441194,Other Theft
492061,Theft from Vehicle
147406,Mischief
67046,Break and Enter Residential/Other
741762,Theft of Vehicle
198953,Mischief
163708,Mischief
740059,Theft of Bicycle
199758,Mischief
664855,Theft from Vehicle
138546,Mischief
385117,Other Theft
218942,Offence Against a Person
578747,Theft from Vehicle
227807,Offence Against a Person
694260,Theft from Vehicle
485360,Theft from Vehicle
751608,Theft of Vehicle
186394,Mischief
402723,Other Theft
169511,Mischief
77035,Break and Enter Residential/Other
366707,Other Theft
161607,Mischief
599183,Theft from Vehicle
41106,Break and Enter Commercial
220267,Offence Against a Person
547127,Theft from Vehicle
688867,Theft from Vehicle
554485,Theft from Vehicle
92985,Break and Enter Residential/Other
130306,Mischief
612109,Theft from Vehicle
743967,Theft of Vehicle
672097,Theft from Vehicle
